,Title,Year,Source,Authors,Class,topic
171,Low-Complexity Deep Convolutional Neural Networks on Fully Homomorphic Encryption Using Multiplexed Parallel Convolutions,2022,ICML,In Deep Learning,Andrei A Rusu · Dan Andrei Calian · Sven Gowal · Raia Hadsell,zero_few-shot
172,Hindering Adversarial Attacks with Implicit Neural Representations,2022,ICML,In Session 1 Track 8,Tiexin QIN · Shiqi Wang · Haoliang Li,representation
173,Generalizing to Evolving Domains with Latent Structure-Aware Sequential Autoencoder,2022,ICML,In Session 1 Track 7,Tianyi Lin · Aldo Pacchiano · Yaodong Yu · Michael Jordan,
174,Online Nonsubmodular Minimization with Delayed Costs: From Full Information to Bandit Feedback,2022,ICML,In Optimization: Convex,Jacob Abernethy · Pranjal Awasthi · Matthäus Kleindessner · Jamie Morgenstern · Chris Russell · Jie Zhang,online learning
175,Active Sampling for Min-Max Fairness,2022,ICML,In Social Aspects,Georgi Ganev · Bristena Oprisanu · Emiliano De Cristofaro,active learning
176,Robin Hood and Matthew Effects: Differential Privacy Has Disparate Impact on Synthetic Data,2022,ICML,In Session 1 Track 8,Lingjing Kong · Shaoan Xie · Weiran Yao · Yujia Zheng · Guangyi Chen · Petar Stojanov · Victor Akinwande · Kun Zhang,
177,Partial disentanglement for domain adaptation,2022,ICML,"In APP: Language, Speech and Dialog",Jiayao Zhang · Hongming ZHANG · Weijie Su · Dan Roth,
178,ROCK: Causal Inference Principles for Reasoning about Commonsense Causality,2022,ICML,In Deep Learning: Generative Models/Autoencoders,Jiapeng Zhu · Yujun Shen · Yinghao Xu · Deli Zhao · Qifeng Chen,inference
179,Region-Based Semantic Factorization in GANs,2022,ICML,In Session 1 Track 9,HeeSun Bae · Seungjae Shin · Byeonghu Na · JoonHo Jang · Kyungwoo Song · IL CHUL MOON,
180,From Noisy Prediction to True Label: Noisy Prediction Calibration via Generative Model,2022,ICML,,,generative model
182,Topology-Aware Network Pruning using Multi-stage Graph Embedding and Reinforcement Learning,2022,ICML,In Reinforcement Learning: Deep/Batch/Offline,Vihang Patil · Markus Hofmarcher · Marius-Constantin Dinu · Matthias Dorfer · Patrick Blies · Johannes Brandstetter · Jose A. Arjona-Medina · Sepp Hochreiter,reinforcement learning/graph
183,Align-RUDDER: Learning From Few Demonstrations by Reward Redistribution,2022,ICML,In Theory: Bandits/RL/Everything Else,Kenji Kawaguchi · Zhun Deng · Kyle Luh · Jiaoyang Huang,
184,Robustness Implies Generalization via Data-Dependent Generalization Bounds,2022,ICML,In Theory,Yanxi Chen · H. Vincent Poor,
185,Learning Mixtures of Linear Dynamical Systems,2022,ICML,Session,,
186,DL: Algorithms,2022,ICML,Session,,
187,"SA: Accountability, Transparency and Interpretability",2022,ICML,Session,,
188,APP: Computer Vision,2022,ICML,Session,,
189,Theory,2022,ICML,Session,,
190,MISC: Unsupervised and Semi-supervised Learning,2022,ICML,Session,,
191,PM: Gaussian Processes,2022,ICML,Session,,
192,Reinforcement Learning: Deep/Batch/Offline,2022,ICML,Session,,reinforcement learning
193,Optimization,2022,ICML,Session,,optimization
194,DL: Graph Neural Networks,2022,ICML,Spotlight,,graph
195,Theory: Bandits/RL/Everything Else,2022,ICML,"In SA: Accountability, Transparency and Interpretability",Abubakar Abid · Mert Yuksekgonul · James Zou,
196,Meaningfully debugging model mistakes using conceptual counterfactual explanations,2022,ICML,In DL: Graph Neural Networks,Moshe Eliasof · Eldad Haber · Eran Treister,
197,pathGCN: Learning General Graph Spatial Operators from Paths,2022,ICML,In PM: Gaussian Processes,Xiaoyu Lu · Alexis Boukouvalas · James Hensman,graph
198,Additive Gaussian Processes Revisited,2022,ICML,In Session 2 Track 5,Guillaume Braun · Hemant Tyagi · Christophe Biernacki,
199,An iterative clustering algorithm for the Contextual Stochastic Block Model with optimality guarantees,2022,ICML,In APP: Computer Vision,Yunpeng Shi · Cole Wyeth · Gilad Lerman,
200,Robust Group Synchronization via Quadratic Programming,2022,ICML,In DL: Algorithms,Yiduo Guo · Bing Liu · Dongyan Zhao,
201,Online Continual Learning through Mutual Information Maximization,2022,ICML,In APP: Computer Vision,Dawei Zhang · Yanwei Fu · Zhonglong Zheng,online learning
202,UAST: Uncertainty-Aware Siamese Tracking,2022,ICML,In DL: Algorithms,Yilun Du · Shuang Li · Josh Tenenbaum · Igor Mordatch,
203,Learning Iterative Reasoning through Energy Minimization,2022,ICML,In Session 2 Track 9,T. Konstantin Rusch · Ben Chamberlain · James Rowbottom · Siddhartha Mishra · Michael Bronstein,
204,Graph-Coupled Oscillator Networks,2022,ICML,In PM: Gaussian Processes,Nicholas Krämer · Nathanael Bosch · Jonathan Schmidt · Philipp Hennig,graph
205,Probabilistic ODE Solutions in Millions of Dimensions,2022,ICML,"In SA: Accountability, Transparency and Interpretability",Jinkun Lin · Anqi Zhang · Mathias Lécuyer · Jinyang Li · Aurojit Panda · Siddhartha Sen,
206,Measuring the Effect of Training Data on Deep Learning Predictions via Randomized Experiments,2022,ICML,In MISC: Unsupervised and Semi-supervised Learning,Zhengfeng Lai · Chao Wang · Henrry Gunawan · Senching Cheung · Chen-Nee Chuah,
207,Smoothed Adaptive Weighting for Imbalanced Semi-Supervised Learning: Improve Reliability Against Unknown Distribution Data,2022,ICML,In PM: Gaussian Processes,Edoardo Caldarelli · Philippe Wenk · Stefan Bauer · Andreas Krause,adaptive
208,Adaptive Gaussian Process Change Point Detection,2022,ICML,In Session 2 Track 5,Lan-Zhe Guo · Yu-Feng Li,adaptive
209,Class-Imbalanced Semi-Supervised Learning with Adaptive Thresholding,2022,ICML,In DL: Graph Neural Networks,Rui Li · Jianan Zhao · Chaozhuo Li · Di He · Yiqi Wang · Yuming Liu · Hao Sun · Senzhang Wang · Weiwei Deng · Yanming Shen · Xing Xie · Qi Zhang,adaptive
210,HousE: Knowledge Graph Embedding with Householder Parameterization,2022,ICML,In DL: Algorithms,Yonggan Fu · Haichuan Yang · Jiayi Yuan · Meng Li · Cheng Wan · Raghuraman Krishnamoorthi · Vikas Chandra · Yingyan Lin,graph
211,DepthShrinker: A New Compression Paradigm Towards Boosting Real-Hardware Efficiency of Compact Neural Networks,2022,ICML,"In SA: Accountability, Transparency and Interpretability",Sanghamitra Dutta · Jason Long · Saumitra Mishra · Cecilia Tilli · Daniele Magazzeni,
212,Robust Counterfactual Explanations for Tree-Based Ensembles,2022,ICML,In APP: Computer Vision,Junlin Han · Pengfei Fang · Weihao Li · Jie Hong · Mohammad Ali Armin · Ian Reid · Lars Petersson · HONGDONG LI,
213,You Only Cut Once: Boosting Data Augmentation with a Single Cut,2022,ICML,In DL: Graph Neural Networks,Siqi Miao · Mia Liu · Pan Li,augmentation
214,Interpretable and Generalizable Graph Learning via Stochastic Attention Mechanism,2022,ICML,In DL: Algorithms,Ikuro Sato · Yamada Ryota · Masayuki Tanaka · Nakamasa Inoue · Rei Kawakami,graph/transformer
215,PoF: Post-Training of Feature Extractor for Improving Generalization,2022,ICML,In PM: Gaussian Processes,Gregory Benton · Wesley Maddox · Andrew Wilson,
216,Volatility Based Kernels and Moving Average Means for Accurate Forecasting with Gaussian Processes,2022,ICML,In Session 2 Track 2,Daniel Lundstrom · Tianjian Huang · Meisam Razaviyayn,
217,A Rigorous Study of Integrated Gradients Method and Extensions to Internal Neuron Attributions,2022,ICML,In APP: Computer Vision,Zhipeng Bao · Martial Hebert · Yu-Xiong Wang,
218,Generative Modeling for Multi-task Visual Learning,2022,ICML,In Reinforcement Learning: Deep/Batch/Offline,Brandon Trabucco · mariano phielipp · Glen Berseth,generative model/multi-task
219,AnyMorph: Learning Transferable Polices By Inferring Agent Morphology,2022,ICML,k,-Means Clustering for Perturbation Resilient Instances,reinforcement learning/transfer learning
220,Massively Parallel,2022,ICML,In Theory: Bandits/RL/Everything Else,Alexandr Andoni · Daniel Beaglehole,
221,"Learning to Hash Robustly, Guaranteed",2022,ICML,In Optimization,Ayoub El Hanchi · David Stephens · Chris Maddison,
222,Stochastic Reweighted Gradient Descent,2022,ICML,In Session 2 Track 9,Jun Xia · Lirong Wu · Wang Ge · Jintao Chen · Stan Z. Li,
223,ProGCL: Rethinking Hard Negative Mining in Graph Contrastive Learning,2022,ICML,In MISC: Unsupervised and Semi-supervised Learning,Parnian Kassraie · Jonas Rothfuss · Andreas Krause,graph/contrastive learning
224,Meta-Learning Hypothesis Spaces for Sequential Decision-making,2022,ICML,In PM: Gaussian Processes,Filip Tronarp · Nathanael Bosch · Philipp Hennig,meta-learning
225,Fenrir: Physics-Enhanced Regression for Initial Value Problems,2022,ICML,"In SA: Accountability, Transparency and Interpretability",Micah Carroll · Anca Dragan · Stuart Russell · Dylan Hadfield-Menell,
226,Estimating and Penalizing Induced Preference Shifts in Recommender Systems,2022,ICML,In Session 2 Track 1,Giung Nam · Hyungi Lee · Byeongho Heo · Juho Lee,
227,Improving Ensemble Distillation With Weight Averaging and Diversifying Perturbation,2022,ICML,In APP: Computer Vision,Andrey Zhmoginov · Mark Sandler · Maksym Vladymyrov,distillation
228,HyperTransformer: Model Generation for Supervised and Semi-Supervised Few-Shot Learning,2022,ICML,In Theory,Tianhao Zhu · Jie Shen,zero_few-shot/transformer/generative model
229,Residual-Based Sampling for Online Outlier-Robust PCA,2022,ICML,In Theory: Bandits/RL/Everything Else,Yue Wang · Shaofeng Zou,online learning
230,Policy Gradient Method For Robust Reinforcement Learning,2022,ICML,In Reinforcement Learning: Deep/Batch/Offline,Fei Deng · Ingook Jang · Sungjin Ahn,reinforcement learning
231,DreamerPro: Reconstruction-Free Model-Based Reinforcement Learning with Prototypical Representations,2022,ICML,In Session 2 Track 8,Qiujiang Jin · Alec Koppel · Ketan Rajawat · Aryan Mokhtari,reinforcement learning/representation
232,Sharpened Quasi-Newton Methods: Faster Superlinear Rate and Larger Local Convergence Neighborhood,2022,ICML,2,CN: Graph Gaussian Convolution Networks with Concentrated Graph Filters,
233,G,2022,ICML,In PM: Gaussian Processes,Luhuan Wu · Geoff Pleiss · John Cunningham,
234,Variational nearest neighbor Gaussian process,2022,ICML,In Session 2 Track 5,Peter Macgregor · He Sun,
235,"A Tighter Analysis of Spectral Clustering, and Beyond",2022,ICML,In DL: Algorithms,Bruno Andreis · Seanie Lee · A. Tuan Nguyen · Juho Lee · Eunho Yang · Sung Ju Hwang,
236,Set Based Stochastic Subsampling,2022,ICML,In Session 2 Track 2,Sanjoy Dasgupta · Nave Frost · Michal Moshkovitz,
237,Framework for Evaluating Faithfulness of Local Explanations,2022,ICML,In APP: Computer Vision,Xuguang Duan · Xin Wang · Ziwei Zhang · Wenwu Zhu,
238,Parametric Visual Program Induction with Function Modularization,2022,ICML,In MISC: Unsupervised and Semi-supervised Learning,Cheng Chen · Yi Li · Yiming Sun,metric
239,Online Active Regression,2022,ICML,In DL: Algorithms,Tri Dao · Beidi Chen · Nimit Sohoni · Arjun Desai · Michael Poli · Jessica Grogan · Alexander Liu · Aniruddh Rao · Atri Rudra · Christopher Re,online learning/active learning
240,Monarch: Expressive Structured Matrices for Efficient and Accurate Training,2022,ICML,In PM: Gaussian Processes,Jonathan Wenger · Geoff Pleiss · Philipp Hennig · John Cunningham · Jacob Gardner,
241,Preconditioning for Scalable Gaussian Process Hyperparameter Optimization,2022,ICML,In APP: Computer Vision,Lorenz Vaitl · Kim A. Nicoli · Shinichi Nakajima · Pan Kessel,optimization
242,Path-Gradient Estimators for Continuous Normalizing Flows,2022,ICML,Louvere Walker-Hannon,Spotlight,zero_few-shot/flow
243,Can AI Be Used to Reduce Black Maternal Mortality?,2022,ICML,In Theory: Bandits/RL/Everything Else,Guy Blanc · Caleb Koch · Jane Lange · Li-Yang Tan,
244,A query-optimal algorithm for finding counterfactuals,2022,ICML,In Optimization,Anastasios Angelopoulos · Amit Pal Kohli · Stephen Bates · Michael Jordan · Jitendra Malik · Thayer Alshaabi · Srigokul Upadhyayula · Yaniv Romano,
245,Image-to-Image Regression with Distribution-Free Uncertainty Quantification and Applications in Imaging,2022,ICML,In Theory,Daniele Calandriello · Luigi Carratino · Alessandro Lazaric · Michal Valko · Lorenzo Rosasco,
246,Scaling Gaussian Process Optimization by Evaluating a Few Unique Candidates Multiple Times,2022,ICML,In Reinforcement Learning: Deep/Batch/Offline,Edoardo Cetin · Philip Ball · Stephen Roberts · Oya Celiktutan,optimization/transformer
247,Stabilizing Off-Policy Deep Reinforcement Learning from Pixels,2022,ICML,In Session 2 Track 2,Yao Rong · Tobias Leemann · Vadim Borisov · Gjergji Kasneci · Enkelejda Kasneci,reinforcement learning
248,A Consistent and Efficient Evaluation Strategy for Attribution Methods,2022,ICML,In DL: Graph Neural Networks,Christopher Morris · Gaurav Rattan · Sandra Kiefer · Siamak Ravanbakhsh,
249,SpeqNets: Sparsity-aware permutation-equivariant graph networks,2022,ICML,In Session 2 Track 2,Stephan Wäldchen · Sebastian Pokutta · Felix Huber,graph
250,Training Characteristic Functions with Reinforcement Learning: XAI-methods play Connect Four,2022,ICML,In DL: Graph Neural Networks,Alexei Baevski · Wei-Ning Hsu · Qiantong Xu · Arun Babu · Jiatao Gu · Michael Auli,reinforcement learning
251,"data2vec: A General Framework for Self-supervised Learning in Speech, Vision and Language",2022,ICML,In Optimization,Mher Safaryan · Rustem Islamov · Xun Qian · Peter Richtarik,zero_few-shot
252,FedNL: Making Newton-Type Methods Applicable to Federated Learning,2022,ICML,In Theory: Bandits/RL/Everything Else,Shuo Yang · Tongzheng Ren · Sanjay Shakkottai · Eric Price · Inderjit Dhillon · Sujay Sanghavi,federated learning
253,Linear Bandit Algorithms with Sublinear Time Complexity,2022,ICML,In Theory,Justin Chen · Piotr Indyk · Tal Wagner,
254,Streaming Algorithms for Support-Aware Histograms,2022,ICML,In Reinforcement Learning: Deep/Batch/Offline,Miguel Suau · Jinke He · Matthijs T. J. Spaan · Frans Oliehoek,
255,Influence-Augmented Local Simulators: a Scalable Solution for Fast Deep RL in Large Networked Systems,2022,ICML,In Optimization,Jiali Wang · Wen Huang · Rujun Jiang · Xudong Li · Alex Wang,augmentation
256,Solving Stackelberg Prediction Game with Least Squares Loss via Spherically Constrained Least Squares Reformulation,2022,ICML,In Session 2 Track 4,Takashi Mori · Liu Ziyin · Kangqiao Liu · Masahito Ueda,optimization
257,Power-Law Escape Rate of SGD,2022,ICML,In Session 2 Track 10,Nadiia Chepurko · Kenneth Clarkson · Lior Horesh · Honghao Lin · David Woodruff,
258,Quantum-Inspired Algorithms from Randomized Numerical Linear Algebra,2022,ICML,In Reinforcement Learning: Deep/Batch/Offline,Yao Mu · Shoufa Chen · Mingyu Ding · Jianyu Chen · Runjian Chen · Ping Luo,
259,CtrlFormer: Learning Transferable State Representation for Visual Control via Transformer,2022,ICML,In Reinforcement Learning: Deep/Batch/Offline,Dibya Ghosh · Anurag Ajay · Pulkit Agrawal · Sergey Levine,transformer/representation/transfer learning
260,Offline RL Policies Should Be Trained to be Adaptive,2022,ICML,In Theory: Bandits/RL/Everything Else,Saba Ahmadi · Pranjal Awasthi · Samir Khuller · Matthäus Kleindessner · Jamie Morgenstern · Pattara Sukprasert · Ali Vakilian,adaptive
261,Individual Preference Stability for Clustering,2022,ICML,In Theory,Heejong Bong · Alessandro Rinaldo,
262,Generalized Results for the Existence and Consistency of the MLE in the Bradley-Terry-Luce Model,2022,ICML,In Session 2 Track 5,Qi Lyu · Xiao Fu,
263,On Finite-Sample Identifiability of Contrastive Learning-Based Nonlinear Independent Component Analysis,2022,ICML,In PM: Gaussian Processes,Jixiang Qing · Tom Dhaene · Ivo Couckuyt,online learning/contrastive learning
264,Spectral Representation of Robustness Measures for Optimization Under Input Uncertainty,2022,ICML,In Session 2 Track 1,Matthieu Kirchmeyer · Yuan Yin · Jérémie DONA · Nicolas Baskiotis · alain rakotomamonjy · Patrick Gallinari,optimization/representation
265,Generalizing to New Physical Systems via Context-Informed Dynamics Model,2022,ICML,In APP: Computer Vision,PANAGIOTIS DIMITRAKOPOULOS · Giorgos Sfikas · CHRISTOPHOROS NIKOU,
266,Variational Feature Pyramid Networks,2022,ICML,"In SA: Accountability, Transparency and Interpretability",Michael Hedderich · Jonas Fischer · Dietrich Klakow · Jilles Vreeken,
267,Label-Descriptive Patterns and Their Application to Characterizing Classification Errors,2022,ICML,In DL: Algorithms,Xavier Suau · Luca Zappella · Nicholas Apostoloff,
268,Self-conditioning Pre-Trained Language Models,2022,ICML,In Session 2 Track 5,Ching-Yun (Irene) Ko · Jeet Mohapatra · Sijia Liu · Pin-Yu Chen · Luca Daniel · Lily Weng,
269,Revisiting Contrastive Learning through the Lens of Neighborhood Component Analysis: an Integrated Framework,2022,ICML,In Session 2 Track 9,Shuangfei Zhai · Navdeep Jaitly · Jason Ramapuram · Dan Busbridge · Tatiana Likhomanenko · Joseph Cheng · Walter Talbott · Chen Huang · Hanlin Goh · Joshua M Susskind,contrastive learning
