,Title,Year,Source,Authors,Class,topic
177,Directional Graph Networks,2021,ICML,In Deep Learning Algorithms 4,Dominique Beaini · Saro Passaro · Vincent Létourneau · Will Hamilton · Gabriele Corso · Pietro Lió,graph
178,Lapsed Physicists Wine-and-Cheese,2021,ICML,Jennifer Hobbs · Sujoy Ganguly,Spotlight,
179,Winograd Algorithm for AdderNet,2021,ICML,In Deep Learning Algorithms 4,Wenshuo Li · Hanting Chen · Mingqiang Huang · Xinghao Chen · Chunjing Xu · Yunhe Wang,
180,Riemannian Convex Potential Maps,2021,ICML,In Deep Generative Model 2,samuel cohen · Brandon Amos · Yaron Lipman,
181,Boosting the Throughput and Accelerator Utilization of Specialized CNN Inference Beyond Increasing Batch Size,2021,ICML,In AutoML and Neural Network Architectures 1,Jack Kosaian · Amar Phanishayee · Matthai Philipose · Debadeepta Dey · Rashmi Vinayak,inference
182,Learning Curves for Analysis of Deep Networks,2021,ICML,In Deep Learning Algorithms 3,Derek Hoiem · Tanmay Gupta · Zhizhong Li · Michal Shlapentokh-Rothman,
183,Revisiting Rainbow: Promoting more insightful and inclusive deep reinforcement learning research,2021,ICML,In Reinforcement Learning and Planning 1,Johan Obando Ceron · Pablo Samuel Castro,reinforcement learning
184,Tesseract: Tensorised Actors for Multi-Agent Reinforcement Learning,2021,ICML,In Reinforcement Learning 2,Anuj Mahajan · Mikayel Samvelyan · Lei Mao · Viktor Makoviychuk · Animesh Garg · Jean Kossaifi · Shimon Whiteson · Yuke Zhu · Anima Anandkumar,reinforcement learning/multi-agent
185,Learning Bounds for Open-Set Learning,2021,ICML,In Deep Learning 1,Zhen Fang · Jie Lu · Anjin Liu · Feng Liu · Guangquan Zhang,
186,Positive-Negative Momentum: Manipulating Stochastic Gradient Noise to Improve Generalization,2021,ICML,In Optimization 2,Zeke Xie · Li Yuan · Zhanxing Zhu · Masashi Sugiyama,
187,Learning Routines for Effective Off-Policy Reinforcement Learning,2021,ICML,In Reinforcement Learning and Planning 2,Edoardo Cetin · Oya Celiktutan,reinforcement learning
188,GLSearch: Maximum Common Subgraph Detection via Learning to Search,2021,ICML,In Deep Learning Algorithms 3,Yunsheng Bai · Derek Xu · Yizhou Sun · Wei Wang,graph
189,Perceiver: General Perception with Iterative Attention,2021,ICML,In Deep Learning 1,Andrew Jaegle · Felix Axel Gimeno Gil · Andy Brock · Oriol Vinyals · Andrew Zisserman · Joao Carreira,transformer
190,Variational Data Assimilation with a Learned Inverse Observation Operator,2021,ICML,In Optimization 2,Thomas Frerix · Dmitrii Kochkov · Jamie Smith · Daniel Cremers · Michael Brenner · Stephan Hoyer,
191,Autoencoding Under Normalization Constraints,2021,ICML,In Deep Generative Model 2,Sangwoong Yoon · Yung-Kyun Noh · Frank Chongwoo Park,optimization
192,E(n) Equivariant Graph Neural Networks,2021,ICML,In AutoML and Neural Network Architectures 1,Víctor Garcia Satorras · Emiel Hoogeboom · Max Welling,graph
193,LieTransformer: Equivariant Self-Attention for Lie Groups,2021,ICML,In Deep Learning Algorithms 4,Michael Hutchinson · Charline Le Lan · Sheheryar Zaidi · Emilien Dupont · Yee-Whye Teh · Hyunjik Kim,transformer
194,PODS: Policy Optimization via Differentiable Simulation,2021,ICML,In Reinforcement Learning and Planning 2,Miguel Angel Zamora Mora · Momchil Peychev · Sehoon Ha · Martin Vechev · Stelian Coros,optimization
195,"A New Formalism, Method and Open Issues for Zero-Shot Coordination",2021,ICML,In Reinforcement Learning 2,Johannes Treutlein · Michael Dennis · Caspar Oesterheld · Jakob Foerster,zero_few-shot
196,Deep Reinforcement Learning amidst Continual Structured Non-Stationarity,2021,ICML,In Reinforcement Learning and Planning 1,Annie Xie · James Harrison · Chelsea Finn,reinforcement learning
197,Fast Projection Onto Convex Smooth Constraints,2021,ICML,In Optimization 2,Ilnura Usmanova · Maryam Kamgarpour · Andreas Krause · Kfir Levy,optimization
198,PixelTransformer: Sample Conditioned Signal Generation,2021,ICML,In Deep Generative Model 2,Shubham Tulsiani · Abhinav Gupta,transformer/generative model
199,"""Hey, that's not an ODE"": Faster ODE Adjoints via Seminorms",2021,ICML,In Deep Learning Algorithms 4,Patrick Kidger · Tian Qi Chen · Terry Lyons,
200,Learning and Planning in Complex Action Spaces,2021,ICML,In Reinforcement Learning and Planning 2,Thomas Hubert · Julian Schrittwieser · Ioannis Antonoglou · Mohammadamin Barekatain · Simon Schmitt · David Silver,
201,Learning Intra-Batch Connections for Deep Metric Learning,2021,ICML,In Deep Learning Algorithms 3,Jenny Seidenschwarz · Ismail Elezi · Laura Leal-Taixé,metric
202,Offline Reinforcement Learning with Pseudometric Learning,2021,ICML,In Reinforcement Learning and Planning 1,Robert Dadashi · Shideh Rezaeifar · Nino Vieillard · Léonard Hussenot · Olivier Pietquin · Matthieu Geist,reinforcement learning/metric
203,Grid-Functioned Neural Networks,2021,ICML,In AutoML and Neural Network Architectures 1,Javier Dehesa · Andrew Vidler · Julian Padget · Christof Lutteroth,
204,Synthesizer: Rethinking Self-Attention for Transformer Models,2021,ICML,In Deep Learning 1,Yi Tay · Dara Bahri · Don Metzler · Da-Cheng Juan · Zhe Zhao · Che Zheng,transformer
205,Targeted Data Acquisition for Evolving Negotiation Agents,2021,ICML,In Reinforcement Learning 2,Minae Kwon · Siddharth Karamcheti · Mariano-Florentino Cuellar · Dorsa Sadigh,reinforcement learning
206,Graph Mixture Density Networks,2021,ICML,In Deep Learning Algorithms 4,Federico Errica · Davide Bacciu · Alessio Micheli,graph
207,Model-Based Reinforcement Learning via Latent-Space Collocation,2021,ICML,In Reinforcement Learning and Planning 2,Oleh Rybkin · Chuning Zhu · Anusha Nagabandi · Kostas Daniilidis · Igor Mordatch · Sergey Levine,reinforcement learning
208,EMaQ: Expected-Max Q-Learning Operator for Simple Yet Effective Offline and Online RL,2021,ICML,In Reinforcement Learning and Planning 1,Seyed Kamyar Seyed Ghasemipour · Dale Schuurmans · Shixiang Gu,online learning
209,Decomposable Submodular Function Minimization via Maximum Flow,2021,ICML,In Optimization 2,Kyriakos Axiotis · Adam Karczmarz · Anish Mukherjee · Piotr Sankowski · Adrian Vladu,zero_few-shot/flow
210,Simultaneous Similarity-based Self-Distillation for Deep Metric Learning,2021,ICML,In Deep Learning Algorithms 3,Karsten Roth · Timo Milbich · Bjorn Ommer · Joseph Paul Cohen · Marzyeh Ghassemi,metric/distillation
211,Slot Machines: Discovering Winning Combinations of Random Weights in Neural Networks,2021,ICML,In Deep Learning 1,Maxwell M Aladago · Lorenzo Torresani,
212,Generative Adversarial Networks for Markovian Temporal Dynamics: Stochastic Continuous Data Generation,2021,ICML,In Deep Generative Model 2,Sung Woo Park · Dong Wook Shu · Junseok Kwon,generative model
213,MSA Transformer,2021,ICML,In AutoML and Neural Network Architectures 1,Roshan Rao · Jason Liu · Robert Verkuil · Joshua Meier · John Canny · Pieter Abbeel · Tom Sercu · Alexander Rives,transformer
214,Inverse Constrained Reinforcement Learning,2021,ICML,In Reinforcement Learning 2,Shehryar Malik · Usman Anwar · Alireza Aghasi · Ali Ahmed,reinforcement learning/optimization
215,Autoencoder Image Interpolation by Shaping the Latent Space,2021,ICML,In Deep Generative Model 2,Alon Oring · Zohar Yakhini · Yacov Hel-Or,
216,Counterfactual Credit Assignment in Model-Free Reinforcement Learning,2021,ICML,In Reinforcement Learning 2,Thomas Mesnard · Theophane Weber · Fabio Viola · Shantanu Thakoor · Alaa Saade · Anna Harutyunyan · Will Dabney · Thomas Stepleton · Nicolas Heess · Arthur Guez · Eric Moulines · Marcus Hutter · Lars Buesing · Remi Munos,reinforcement learning
217,Multiplicative Noise and Heavy Tails in Stochastic Optimization,2021,ICML,In Optimization 2,Liam Hodgkinson · Michael Mahoney,optimization
218,Vector Quantized Models for Planning,2021,ICML,In Reinforcement Learning and Planning 2,Sherjil Ozair · Yazhe Li · Ali Razavi · Ioannis Antonoglou · Aäron van den Oord · Oriol Vinyals,
219,Parallelizing Legendre Memory Unit Training,2021,ICML,In AutoML and Neural Network Architectures 1,Narsimha Reddy Chilkuri · Chris Eliasmith,
220,Unifying Vision-and-Language Tasks via Text Generation,2021,ICML,In Deep Learning Algorithms 3,Jaemin Cho · Jie Lei · Hao Tan · Mohit Bansal,generative model
221,Decision-Making Under Selective Labels: Optimal Finite-Domain Policies and Beyond,2021,ICML,In Reinforcement Learning and Planning 1,Dennis Wei,
222,What's in the Box? Exploring the Inner Life of Neural Networks with Robust Rules,2021,ICML,In Deep Learning 1,Jonas Fischer · Anna Olah · Jilles Vreeken,
223,Momentum Residual Neural Networks,2021,ICML,In Deep Learning Algorithms 4,Michael Sander · Pierre Ablin · Mathieu Blondel · Gabriel Peyré,
226,Interactive Learning from Activity Description,2021,ICML,In Reinforcement Learning 2,Khanh Nguyen · Dipendra Misra · Robert Schapire · Miroslav Dudik · Patrick Shafto,active learning
227,Neural-Pull: Learning Signed Distance Function from Point clouds by Learning to Pull Space onto Surface,2021,ICML,In Deep Learning 1,Baorui Ma · Zhizhong Han · Yushen Liu · Matthias Zwicker,
228,DeepWalking Backwards: From Embeddings Back to Graphs,2021,ICML,In Deep Learning Algorithms 3,Sudhanshu Chanpuriya · Cameron Musco · Konstantinos Sotiropoulos · Charalampos Tsourakakis,graph
229,Distributed Second Order Methods with Fast Rates and Compressed Communication,2021,ICML,In Optimization 2,Rustem Islamov · Xun Qian · Peter Richtarik,
230,LTL2Action: Generalizing LTL Instructions for Multi-Task RL,2021,ICML,In Reinforcement Learning and Planning 2,Pashootan Vaezipoor · Andrew C Li · Rodrigo A Toro Icarte · Sheila McIlraith,multi-task
231,Better Training using Weight-Constrained Stochastic Dynamics,2021,ICML,In Deep Learning Algorithms 4,Benedict Leimkuhler · Tiffany Vlaar · Timothée Pouchon · Amos Storkey,optimization
232,Improved Denoising Diffusion Probabilistic Models,2021,ICML,In Deep Generative Model 2,Alexander Nichol · Prafulla Dhariwal,
240,Invited Talk,2021,ICML,Daphne Koller,Poster,
241,Rethinking Drug Discovery in the Era of Digital Biology,2021,ICML,In Poster Session 1,Zhen Fang · Jie Lu · Anjin Liu · Feng Liu · Guangquan Zhang,
253,Neural Symbolic Regression that scales,2021,ICML,In Poster Session 1,Roshan Rao · Jason Liu · Robert Verkuil · Joshua Meier · John Canny · Pieter Abbeel · Tom Sercu · Alexander Rives,
283,Decentralized Riemannian Gradient Descent on the Stiefel Manifold,2021,ICML,In Poster Session 1,Zhang Zihan · Yuan Zhou · Xiangyang Ji,
340,Decoupling Value and Policy for Generalization in Reinforcement Learning,2021,ICML,In Poster Session 1,Rustem Islamov · Xun Qian · Peter Richtarik,reinforcement learning
368,In Poster Session 1,2021,ICML,In Poster Session 1,Chaobing Song · Stephen Wright · Jelena Diakonikolas,
384,NeRF-VAE: A Geometry Aware 3D Scene Generative Model,2021,ICML,In Poster Session 1,Vladimir Kolmogorov · Thomas Pock,generative model
404,MC-LSTM: Mass-Conserving LSTM,2021,ICML,In Poster Session 1,Edoardo Cetin · Oya Celiktutan,
431,Poster Session 1,2021,ICML,Yunpeng Li · Olga Isupova · Nika Haghtalab · Adam White · Diego Granziol,Social,
432,The ICML Debate: Should AI Research and Development Be Controlled by a Regulatory Body or Government Oversight?,2021,ICML,Taylor Marrison,[],
433,Improving Global Research Collaboration & Communication,2021,ICML,Charles Earl · Victor Silva,Town Hall,
434,Black in AI Social,2021,ICML,John Langford · Marina Meila · Tong Zhang · Le Song · Stefanie Jegelka · Csaba Szepesvari,Oral,
435,Town Hall,2021,ICML,In Optimization and Algorithms 1,Shabnam Daghaghi · Tharun Medini · Nicholas Meisburger · Beidi Chen · Mengnan Zhao · Anshumali Shrivastava,
436,A Tale of Two Efficient and Informative Negative Sampling Distributions,2021,ICML,In Optimization 3,Eduardo Laber · Lucas Murtinho,
437,On the price of explainability for some clustering problems,2021,ICML,In Deep Learning Algorithms 5,Marc Finzi · Max Welling · Andrew Wilson,
438,A Practical Method for Constructing Equivariant Multilayer Perceptrons for Arbitrary Matrix Groups,2021,ICML,In Deep Learning Algorithms 6,Shen Yan · Kaiqiang Song · Fei Liu · Mi Zhang,
439,CATE: Computation-aware Neural Architecture Encoding with Transformers,2021,ICML,In Deep Generative Model 3,Adam Kosiorek · Heiko Strathmann · Daniel Zoran · Pol Moreno · Rosalia Schneider · Sona Mokra · Danilo J. Rezende,transformer
441,PsiPhi-Learning: Reinforcement Learning with Demonstrations using Successor Features and Inverse Temporal Difference Learning,2021,ICML,In Reinforcement Learning 3,Shariq Iqbal · Christian Schroeder · Bei Peng · Wendelin Boehmer · Shimon Whiteson · Fei Sha,reinforcement learning
442,Randomized Entity-wise Factorization for Multi-Agent Reinforcement Learning,2021,ICML,In Deep Learning 2,Ziheng Jiang · Chiyuan Zhang · Kunal Talwar · Michael Mozer,reinforcement learning/multi-agent
443,Characterizing Structural Regularities of Labeled Data in Overparameterized Models,2021,ICML,In Reinforcement Learning 4,Andrew Warrington · Jonathan Lavington · Adam Scibior · Mark Schmidt · Frank Wood,
444,Robust Asymmetric Learning in POMDPs,2021,ICML,Yi Wan,Spotlight,metric
445,Continuing (Non-episodic) RL Problems,2021,ICML,In Deep Learning 2,Shaojie Bai · Vladlen Koltun · Zico Kolter,
446,Stabilizing Equilibrium Models by Jacobian Regularization,2021,ICML,In Reinforcement Learning 3,Mohamad H Danesh · Anurag Koul · Alan Fern · Saeed Khorram,
447,Re-understanding Finite-State Representations of Recurrent Policy Networks,2021,ICML,In Reinforcement Learning 4,Devendra Singh Chaplot · Deepak Pathak · Jitendra Malik,representation
448,Differentiable Spatial Planning using Transformers,2021,ICML,In Deep Learning Algorithms 5,Wenxiao Wang · Minghao Chen · Shuai Zhao · Long Chen · Jinming Hu · Haifeng Liu · Deng Cai · Xiaofei He · Wei Liu,transformer
449,Accelerate CNNs from Three Dimensions: A Comprehensive Pruning Framework,2021,ICML,In Optimization and Algorithms 1,Zhuohan Li · Siyuan Zhuang · Shiyuan Guo · Danyang Zhuo · Hao Zhang · Dawn Song · Ion Stoica,
450,TeraPipe: Token-Level Pipeline Parallelism for Training Large-Scale Language Models,2021,ICML,In Reinforcement Learning and Planning 3,Sanae Amani · Christos Thrampoulidis · Lin Yang,
451,Safe Reinforcement Learning with Linear Function Approximation,2021,ICML,In Optimization 3,Eric Balkanski · Sharon Qian · Yaron Singer,reinforcement learning
452,Instance Specific Approximations for Submodular Maximization,2021,ICML,In Deep Learning Algorithms 6,Weijian Deng · Stephen Gould · Liang Zheng,
453,What Does Rotation Prediction Tell Us about Classifier Accuracy under Varying Testing Environments?,2021,ICML,In Deep Generative Model 3,Akira Nakagawa · Keizo Kato · Taiji Suzuki,
454,Quantitative Understanding of VAE as a Non-linearly Scaled Isometric Embedding,2021,ICML,In Deep Learning Algorithms 6,Vikas Verma · Thang Luong · Kenji Kawaguchi · Hieu Pham · Quoc Le,metric
455,Towards Domain-Agnostic Contrastive Learning,2021,ICML,In Reinforcement Learning 4,Tuan Q Dam · Carlo D'Eramo · Jan Peters · Joni Pajarinen,contrastive learning
456,Convex Regularization in Monte-Carlo Tree Search,2021,ICML,In Deep Learning Algorithms 5,Florian List,
457,The Earth Mover's Pinball Loss: Quantiles for Histogram-Valued Regression,2021,ICML,In Optimization and Algorithms 1,Xiaoyun Li · Ping Li,
458,Quantization Algorithms for Random Fourier Features,2021,ICML,In Deep Generative Model 3,Zongyu Guo · Zhizheng Zhang · Runsen Feng · Zhibo Chen,
459,Soft then Hard: Rethinking the Quantization in Neural Image Compression,2021,ICML,In Reinforcement Learning and Planning 3,Sungryull Sohn · Sungtae Lee · Jongwook Choi · Harm van Seijen · Mehdi Fatemi · Honglak Lee,
460,Shortest-Path Constrained Reinforcement Learning for Sparse Reward Tasks,2021,ICML,In Deep Learning 2,Jonathan Rosenfeld · Jonathan Frankle · Michael Carbin · Nir Shavit,reinforcement learning/optimization/sparse
461,On the Predictability of Pruning Across Scales,2021,ICML,In Optimization 3,András György · Pooria Joulani,
462,Adapting to Delays and Data in Adversarial Multi-Armed Bandits,2021,ICML,In Reinforcement Learning 3,Kamal Ndousse · Douglas Eck · Sergey Levine · Natasha Jaques,
463,Emergent Social Learning via Multi-agent Reinforcement Learning,2021,ICML,In Deep Generative Model 3,Yilun Du · Shuang Li · Josh Tenenbaum · Igor Mordatch,reinforcement learning/multi-agent
464,Improved Contrastive Divergence Training of Energy-Based Models,2021,ICML,In Reinforcement Learning 3,Julien Perolat · Remi Munos · Jean-Baptiste Lespiau · Shayegan Omidshafiei · Mark Rowland · Pedro Ortega · Neil Burch · Thomas Anthony · David Balduzzi · Bart De Vylder · Georgios Piliouras · Marc Lanctot · Karl Tuyls,contrastive learning
